,ReferenceID,RefID,TableTimeStamp,_id,attributes_action,attributes_committedTimestamp,FirstCommittedTimestamp,committedTimestamp,updatedTimestamp,Record_URL,Property_URL,PropertyID,attributes_resourceType,privacy_isPrivate,lease_askingRents_0_privacy_isPrivate,sale_askingPrices_0_privacy_isPrivate,type,Record_Type,meta_contributor_company_id,meta_contributor_company_name,meta_created_userId,meta_updated_userId,Document_Count,Document_URL,media_0_URL,EG_AccountManager,meta_contributor_referenceId,MAIN_REGION,meta_ownerType,address_uprn,address_parentUprn,address_fullAddress,preferredDisplayAddress,address_organisations_0,address_unitName,address_buildingNumber,address_streets_0,address_latitude,address_longitude,address_postcode_major,address_postcode_minor,address_locality,address_region,address_localAuthority,address_town,agents_0_company_contact_email,agents_0_company_contact_name_firstName,agents_0_company_contact_name_surname,agents_0_company_contact_phoneNumbers_0_number,agents_0_company_name,agents_1_company_contact_email,agents_1_company_contact_name_firstName,agents_1_company_contact_name_surname,agents_1_company_contact_phoneNumbers_0_number,agents_1_company_name,agents_2_company_contact_email,agents_2_company_contact_name_firstName,agents_2_company_contact_name_surname,agents_2_company_contact_phoneNumbers_0_number,agents_2_company_name,agents_3_company_contact_email,agents_3_company_contact_name_firstName,agents_3_company_contact_name_surname,agents_3_company_contact_phoneNumbers_0_number,agents_3_company_name,lease_askingRents_0_amount,lease_askingRents_0_date,lease_askingRents_0_measurement,lease_isPreLet,lease_landlords_0_company_name,lease_landlords_0_company_regNo,lease_landlords_0_type,lease_landlords_1_company_name,lease_landlords_1_company_regNo,lease_landlords_1_type,lease_leaseTerm,lease_type,onMarketDate,readyToOccupyDate,status,type_0,unit_amenities_0,unit_amenities_1,unit_amenities_2,unit_amenities_3,unit_amenities_4,unit_amenities_5,unit_gradeOfSpace_type,unit_levels_0_name,unit_levels_0_number,unit_levels_0_size_measurement,unit_levels_0_size_value,unit_levels_0_useType,unit_levels_1_name,unit_levels_1_size_measurement,unit_levels_1_size_value,unit_levels_1_useType,unit_levels_1_number,unit_levels_2_name,unit_levels_2_number,unit_levels_2_size_measurement,unit_levels_2_size_value,unit_levels_2_useType,unit_levels_3_name,unit_levels_3_number,unit_levels_3_size_measurement,unit_levels_3_size_value,unit_levels_3_useType,unit_levels_4_name,unit_levels_4_number,unit_levels_4_size_measurement,unit_levels_4_size_value,unit_levels_4_useType,unit_levels_5_name,unit_levels_5_number,unit_levels_5_size_measurement,unit_levels_5_size_value,unit_levels_5_useType,unit_levels_6_name,unit_levels_6_number,unit_levels_6_size_measurement,unit_levels_6_size_value,unit_levels_6_useType,unit_levels_7_name,unit_levels_7_number,unit_levels_7_size_measurement,unit_levels_7_size_value,unit_levels_7_useType,unit_measurementType,unit_primaryUseType,unit_totalSpace_measurement,unit_totalSpace_value,sale_askingPrices_0_amount,sale_askingPrices_0_date,sale_tenure,sale_vendors_0_type,unit_gradeOfSpace_description,investment_totalRentalIncome_amount,investment_totalRentalIncome_measurement,unit_epcRating,lease_businessRates_0_amount,lease_businessRates_0_measurement,description,lease_serviceCharge_amount,lease_serviceCharge_measurement,lease_leaseLength_months,lease_leaseLength_years,investment_wault_months,investment_wault_years,RecordTimeStamp,contributor_ReferenceID,agents_0_type,agents_0_company_regNo,agents_1_type,agents_1_company_regNo,agents_2_type,agents_3_type,meta_contributor_company_id_Legacy,lease_leaseEndDate_date,lease_leaseEndDate_privacy_isPrivate,lease_leaseStartDate_date,lease_rent_amount,lease_rent_measurement,lease_tenant_company_name,lease_tenant_company_primaryBusinessType,lease_tenant_company_regNo,lease_tenant_type,transactionDate,unit_spaces_0_size_measurement,unit_spaces_0_size_value,unit_spaces_0_useType,lease_zoneARent_amount,lease_zoneARent_measurement,lease_leaseLength_privacy_isPrivate,sale_price_amount,sale_purchasers_0_company_name,sale_purchasers_0_company_primaryBusinessType,sale_purchasers_0_type,sale_totalRentalIncome_amount,sale_totalRentalIncome_measurement,sale_vendors_0_company_name,sale_vendors_0_company_regNo,sale_purchasers_0_company_regNo,sale_longLeaseLength_months,sale_longLeaseLength_years,address_fullPostCode,address_buildingname,Unit_Sector,Unit_Use_Type,Unit_Parent,Region,County,Market,Agents_Company_Contact_ALL,Unit_Levels_ALL,Lease_Asking_Rents_ALL,Unit_Amenities_ALL,Unit_Spaces_ALL,Lease_landlords_ALL,Live_DMT_AV,Live_DMT_Deal,unit_levels_8_name,unit_levels_8_number,unit_levels_8_size_measurement,unit_levels_8_size_value,unit_levels_8_useType,unit_levels_9_name,unit_levels_9_number,unit_levels_9_size_measurement,unit_levels_9_size_value,unit_levels_9_useType,unit_levels_10_name,unit_levels_10_number,unit_levels_10_size_measurement,unit_levels_10_size_value,unit_levels_10_useType,unit_spaces_1_size_measurement,unit_spaces_1_size_value,unit_spaces_1_useType,attributes_sale_vendors_0_company,agents_4_company_contact_email,agents_4_company_contact_name_firstName,agents_4_company_contact_name_surname,agents_4_company_contact_phoneNumbers_0_number,agents_4_company_name,agents_4_type,agents_5_company_contact_email,agents_5_company_contact_name_firstName,agents_5_company_contact_name_surname,agents_5_company_contact_phoneNumbers_0_number,agents_5_company_name,agents_5_type,lease_askingRents_1_amount,lease_askingRents_1_measurement,lease_askingRents_1_date,lease_askingRent_amount,lease_askingRent,sale_yield_netInitialYieldPercent,investment_yield_equivalentYieldPercent,investment_yield_grossYieldPercent,investment_yield_netInitialYieldPercent,ZoneARent,unit_unitName,lease_incentives_rentFreePeriods_initialMonths,datasource_source,lease_incentives_rentFreePeriods_totalMonths,datasource_sourceURL,lease_askingRent_measurement,notes_0_description,lease_leaseBreaks_breakOptions_0_date,Lease_LeaseBreaks_BreakOptions_date_COUNT,lease_leaseBreaks_breakOptions_MAX_date,lease_rentReviews_0_date,Lease_RentReviews_date_COUNT,lease_rentReviews_MAX_date
26,0073e277-fbec-4291-b9df-aed2eadff19b,LD-0073e277-fbec-4291-b9df-aed2eadff19b,2020-11-20 01:38:45,0073e277-fbec-4291-b9df-aed2eadff19b,,2017-06-12 14:55:30,2017-05-31,2017-06-12,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/lt/0073e277-fbec-4291-b9df-aed2eadff19b,https://www.egi.co.uk/radius-dx/data/#/property/29803352-ae55-4bae-af3f-c5655e6b4da8,29803352-ae55-4bae-af3f-c5655e6b4da8,lettingDeal,0,,,EG Research,Deals,adfbada1-186c-428c,EG,190953ea-b3a5-4010-bd23-bd215a39df27,190953ea-b3a5-4010-bd23-bd215a39df27,1.0,https://api.egi.co.uk/radius-dx/asset-management/v1/fetch/a13f8be0-00a3-486e-8846-9927d6f6c2ce.pdf,,,0073e277-fbec-4291-b9df-aed2eadff19b,,,41263,,"332, GLOUCESTER ROAD, HORFIELD, BRISTOL, BS7 8TJ","Ground, 332, Gloucester Road, Bristol, BS7 8TJ",,,332,GLOUCESTER ROAD,51.4826,-2.58772,BS7,8TJ,HORFIELD,SOUTH WEST,BRISTOL CITY,BRISTOL,charlie@burstoncook.co.uk,Charlie,Kershaw,0117 934 9977,Burston Cook,,,,,,,,,,,,,,,,,,,False,,,,,,,FRI,Lease,,,,,,,,,,,Second-hand (Retail),,0.0,SqM,91.78743743896,Retail (A1) - General Retail,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Retail (A1) - General Retail,SqM,91.78743743896,,,,,,,,E,,,,,,,,,,2020-11-20 01:38:45,0073e277-fbec-4291-b9df-aed2eadff19b,Disposing Agent,,,,,,adfbada1-186c-428c,,,2017-02-01,15000.0,PerAnnum,Emmaus,Q,03924322,Company,2017-02-01,,,,,,,,,,,,,,,,,,BS7 8TJ,,Retail (A1),General Retail,Retail,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Availability Check,,,,Date on the market: 22/05/2016 Asking rent per annum: £16950 Grade of space: Second-hand (Retail) EPC Rating: E,,0,,,0,
28,0079fe2b-861c-4e0f-a50a-8aed7602f567,AV-0079fe2b-861c-4e0f-a50a-8aed7602f567,2020-11-20 01:19:28,0079fe2b-861c-4e0f-a50a-8aed7602f567,,2019-05-17 02:52:05,2016-01-22,2019-05-17,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/av/0079fe2b-861c-4e0f-a50a-8aed7602f567,https://www.egi.co.uk/radius-dx/data/#/property/d4374432-bbc3-4712-ace6-8d9fc22689d5,d4374432-bbc3-4712-ace6-8d9fc22689d5,availability,0,,,EG Research,Availability,adfbada1-186c-428c,EG,a20d78d7-9db0-4b04-a79e-c98950bd91ca,190953ea-b3a5-4010-bd23-bd215a39df27,,https://api.egi.co.uk/radius-dx/asset-management/v1/fetch/0af353cd-da7b-47f3-b16a-ec22520d75f0.pdf,,,0079fe2b-861c-4e0f-a50a-8aed7602f567,,,299804,,"KELLAWAY BUILDING SUPPLIES, ROMNEY AVENUE, LOCKLEAZE, BRISTOL, BS7 9ST","2nd, Trinity Business Park, Building T2, Filton Road, Bristol, BS7 0PA",,,,ROMNEY AVENUE,51.4844,-2.56985,BS7,9ST,LOCKLEAZE,SOUTH WEST,BRISTOL CITY,BRISTOL,,,,0117 926 6666,Lambert Smith Hampton,Andrew.Hardwick@carterjonas.co.uk,Andrew,Hardwick,01939 210440,Carter Jonas,,,,0117 926 6666,Lambert Smith Hampton,,,,,,182.4498,2016-01-22,SqM,,,,,,,,FRI,Lease,2016-01-22,,Withdrawn,Letting,Air Conditioning,Raised Floors,Suspended Ceilings,Parking Spaces,Lift/s,Double Glazing,Second-hand Grade B,2nd,2.0,SqM,280.0074,Business (B1a) - Office - Business Park,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Business (B1a) - Office - Business Park,SqM,280.0074,,,,,,,,,,,,,,,,,,2020-11-20 01:19:28,0079fe2b-861c-4e0f-a50a-8aed7602f567,,02222001,,OC304417,,,adfbada1-186c-428c,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS7 9ST,KELLAWAY BUILDING SUPPLIES,Business (B1a),Office - Business Park,Office,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,Spider,,,,PL ID: 6150205 Advert</a> Asking rent per sq ft: £16.95 Date on the market: 22/01/2016 Grade of space: Second-hand Grade B,,0,,,0,
30,0085112d-5273-4a22-ab67-56d0c0aee467,AV-0085112d-5273-4a22-ab67-56d0c0aee467,2020-11-20 01:19:28,0085112d-5273-4a22-ab67-56d0c0aee467,,2019-09-05 15:01:22,2019-03-25,2019-09-05,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/av/0085112d-5273-4a22-ab67-56d0c0aee467,https://www.egi.co.uk/radius-dx/data/#/property/10f87c73-4715-427e-8a13-5c07b7053df6,10f87c73-4715-427e-8a13-5c07b7053df6,availability,0,,,EG Research,Availability,adfbada1-186c-428c,EG,7ba46c99-0ca6-41ad-81ab-76c6e6aee958,7ba46c99-0ca6-41ad-81ab-76c6e6aee958,,https://api.egi.co.uk/radius-dx/asset-management/v1/fetch/ba890bd9-bf30-4d3b-b765-fa3215a45be9.pdf,,,0085112d-5273-4a22-ab67-56d0c0aee467,,,41579,,"324, GLOUCESTER ROAD, HORFIELD, BRISTOL, BS7 8TJ","Entire Building, 324, Gloucester Road, Bristol, BS7 8TJ",,,324,GLOUCESTER ROAD,51.4824,-2.58783,BS7,8TJ,HORFIELD,SOUTH WEST,BRISTOL CITY,BRISTOL,,,,,Maggs & Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-21,,Withdrawn,Occupational Sale,,,,,,,Second-hand (Retail),1st,2.0,,0.0,General - Ancillary Floor,Ground,SqM,55.7414,Retail (A1) - General Retail,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Retail (A1) - General Retail,,,300000.0,2019-03-25,Long Leasehold,,,,,,,,,,,,,,,2020-11-20 01:19:28,0085112d-5273-4a22-ab67-56d0c0aee467,,,,,,,adfbada1-186c-428c,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS7 8TJ,,Retail (A1),General Retail,Retail,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Availability Check,,,,"Asking price: £299,950 (Long Leasehold) Date on the market: 21/03/2019",,0,,,0,
85,0194c12a-eb2d-4d74-90b7-d6c27d3ebf0a,LD-0194c12a-eb2d-4d74-90b7-d6c27d3ebf0a,2020-11-20 01:38:45,0194c12a-eb2d-4d74-90b7-d6c27d3ebf0a,,2018-10-19 09:07:05,2018-10-19,2018-10-19,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/lt/0194c12a-eb2d-4d74-90b7-d6c27d3ebf0a,https://www.egi.co.uk/radius-dx/data/#/property/09ed75f5-ea57-461b-a2e3-db789023d53f,09ed75f5-ea57-461b-a2e3-db789023d53f,lettingDeal,0,,,EG Research,Deals,adfbada1-186c-428c,EG,190953ea-b3a5-4010-bd23-bd215a39df27,190953ea-b3a5-4010-bd23-bd215a39df27,,,,,0194c12a-eb2d-4d74-90b7-d6c27d3ebf0a,,,276395,,"EASTGATE OFFICE CENTRE, EASTGATE ROAD, EASTVILLE, BRISTOL, BS5 6XX","Unit 1, Eastgate Office Centre, 4, Eastgate Road, Bristol, BS5 6XX",,,,EASTGATE ROAD,51.4737,-2.56874,BS5,6XX,EASTVILLE,SOUTH WEST,BRISTOL CITY,BRISTOL,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,Lease,,,,,,,,,,,,,0.0,SqM,580.63916015625,Business (B1b) - Business Parks,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Business (B1b) - Business Parks,SqM,580.63916015625,,,,,,,,,,,,,,,5.0,,,2020-11-20 01:38:45,0194c12a-eb2d-4d74-90b7-d6c27d3ebf0a,,,,,,,adfbada1-186c-428c,2021-06-24,,2016-06-24,82550.0,PerAnnum,DVSA,S,08569514,Company,2016-06-24,,,,,,,,,,,,,,,,,,BS5 6XX,EASTGATE OFFICE CENTRE,Business (B1b),Business Parks,Office,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brochure,,http://www.lshinvestmentsales.co.uk/server_resources/dynamic-content/uploads/LSH%20Investment%20-%20Property%20brochures%20(348)%20-%20Brochure.pdf,,,2019-06-24 00:00:00,6,2019-06-24 00:00:00,2019-06-24 00:00:00,6,2019-06-24 00:00:00
160,034ad863-4c78-4209-b1e4-d6da79672624,LD-034ad863-4c78-4209-b1e4-d6da79672624,2020-11-20 01:38:45,034ad863-4c78-4209-b1e4-d6da79672624,,2014-01-16 15:15:39,2014-01-16,2014-01-16,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/lt/034ad863-4c78-4209-b1e4-d6da79672624,https://www.egi.co.uk/radius-dx/data/#/property/ea6f156d-9e6f-4fa1-b2f8-e3f5a4d7c104,ea6f156d-9e6f-4fa1-b2f8-e3f5a4d7c104,lettingDeal,0,,,EG Research,Deals,adfbada1-186c-428c,EG,4bf3e727-8c94-431d-a9bf-5f68c3fd7b91,4bf3e727-8c94-431d-a9bf-5f68c3fd7b91,,,,,034ad863-4c78-4209-b1e4-d6da79672624,,,60428,,"EASTGATE CENTRE, EASTGATE ROAD, EASTVILLE, BRISTOL, BS5 6XX","2nd, Eden House, Eastgate Road, Bristol, BS5 6XY",,,,EASTGATE ROAD,51.4725,-2.56672,BS5,6XX,EASTVILLE,SOUTH WEST,BRISTOL CITY,BRISTOL,,,,0117 928 1642,JLL,,,,,,,,,,,,,,,,,,,False,,,,,,,,Lease,,,,,,,,,,,,,0.0,SqM,310.29357910156,Business (B1a) - Office,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Business (B1a) - Office,SqM,310.29357910156,,,,,,,,,,,,,,,,,,2020-11-20 01:38:45,034ad863-4c78-4209-b1e4-d6da79672624,Disposing Agent,01188567,,,,,adfbada1-186c-428c,,,2013-11-15,,,,,,,2013-11-15,,,,,,,,,,,,,,,,,,BS5 6XX,EASTGATE CENTRE,Business (B1a),Office,Office,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGi Deals,,,,,,0,,,0,
177,03a66a4f-49c9-47f8-bd51-c0525da1ac55,AV-03a66a4f-49c9-47f8-bd51-c0525da1ac55,2020-11-20 01:19:28,03a66a4f-49c9-47f8-bd51-c0525da1ac55,,2020-02-21 12:19:34,2019-05-01,2020-02-21,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/av/03a66a4f-49c9-47f8-bd51-c0525da1ac55,https://www.egi.co.uk/radius-dx/data/#/property/969ad42f-171a-48d4-9336-4d6e9916bee1,969ad42f-171a-48d4-9336-4d6e9916bee1,availability,0,,,EG Research,Availability,adfbada1-186c-428c,EG,4bf3e727-8c94-431d-a9bf-5f68c3fd7b91,34b21cb2-4d5a-4b13-8673-3c377bc2708a,,,,,03a66a4f-49c9-47f8-bd51-c0525da1ac55,,,257567,,"262, STAPLETON ROAD, EASTON, BRISTOL, BS5 0NP","Entire Building, 262, Stapleton Road, Bristol, BS5 0NP",,,262,STAPLETON ROAD,51.4663,-2.56917,BS5,0NP,EASTON,SOUTH WEST,BRISTOL CITY,BRISTOL,sh@stuarthogg.com,Stuart,Hogg,01874 622697,Stuart Hogg Property Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-19,,Withdrawn,Occupational Sale,,,,,,,Not Applicable,Ground,0.0,,0.0,Retail (A4) - Drinking Establishment (Pub/Bar),1st Floor,,0.0,Residential (C3) - Private,1.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Retail (A4) - Drinking Establishment (Pub/Bar),,,500000.0,2019-05-01,Freehold,,,,,,,,,,,,,,,2020-11-20 01:19:28,03a66a4f-49c9-47f8-bd51-c0525da1ac55,,,,,,,adfbada1-186c-428c,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS5 0NP,,Retail (A4),Drinking Establishment (Pub/Bar),Hotels and Leisure,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spider,,,,"Asking price: £500,000 (Freehold) Date on the market: 19/04/2019",,0,,,0,
332,067bf82f-f86b-4e7b-82e8-922d0a536375,LD-067bf82f-f86b-4e7b-82e8-922d0a536375,2020-11-20 01:38:46,067bf82f-f86b-4e7b-82e8-922d0a536375,,2013-01-18 12:03:02,2013-01-18,2013-01-18,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/lt/067bf82f-f86b-4e7b-82e8-922d0a536375,https://www.egi.co.uk/radius-dx/data/#/property/2cee7506-621b-498c-85b8-efa274e0e6d4,2cee7506-621b-498c-85b8-efa274e0e6d4,lettingDeal,0,,,EG Research,Deals,adfbada1-186c-428c,EG,4bf3e727-8c94-431d-a9bf-5f68c3fd7b91,4bf3e727-8c94-431d-a9bf-5f68c3fd7b91,,,,,067bf82f-f86b-4e7b-82e8-922d0a536375,,,73956,,"2, LOWER ASHLEY ROAD, ST PAULS, BRISTOL, BS2 9NP","2, Lower Ashley Road, Bristol, BS2 9NP",,,2,LOWER ASHLEY ROAD,51.4663,-2.57914,BS2,9NP,ST PAULS,SOUTH WEST,BRISTOL CITY,BRISTOL,,Toby,Fisher,0117 923 7766,Maggs & Allen,,,,,,,,,,,,,,,,,,,False,,,,,,,,Lease,,,,,,,,,,,,,0.0,SqM,73.85729980469,Retail (A1) - General Retail,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Retail (A1) - General Retail,SqM,73.85729980469,,,,,,,,,,,,,,,5.0,,,2020-11-20 01:38:46,067bf82f-f86b-4e7b-82e8-922d0a536375,Disposing Agent,,,,,,adfbada1-186c-428c,2017-11-26,,2012-11-27,7000.0,PerAnnum,,,,Private Individual,2012-11-27,,,,,,,,,,,,,,,,,,BS2 9NP,,Retail (A1),General Retail,Retail,South West,,Bristol City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGi Deals,,,,,,0,,,0,
385,074afa91-7ae3-49e6-b1bf-e83d2a1c80a4,OSD-074afa91-7ae3-49e6-b1bf-e83d2a1c80a4,2021-01-14 02:06:46,074afa91-7ae3-49e6-b1bf-e83d2a1c80a4,,2004-12-15 12:40:58,2004-12-15,2004-12-15,2021-01-13,https://www.egi.co.uk/radius-dx/data/#/location/detail/os/074afa91-7ae3-49e6-b1bf-e83d2a1c80a4,https://www.egi.co.uk/radius-dx/data/#/property/80868f90-ae3c-40dd-82dc-aeb79bf4a2a3,80868f90-ae3c-40dd-82dc-aeb79bf4a2a3,occupationalSaleDeal,0,,,EG Research,Deals,adfbada1-186c-428c,EG,4bf3e727-8c94-431d-a9bf-5f68c3fd7b91,4bf3e727-8c94-431d-a9bf-5f68c3fd7b91,,,,,074afa91-7ae3-49e6-b1bf-e83d2a1c80a4,,,35546,,"146, DOVERCOURT ROAD, HORFIELD, BRISTOL, BS7 9SH","146, Dovercourt Road, Bristol, BS7 9SH",,,146,DOVERCOURT ROAD,51.4859,-2.57519,BS7,9SH,HORFIELD,SOUTH WEST,BRISTOL CITY,BRISTOL,,,,0117 973 3344,Hooton & Partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,SqM,674.0,Business (B1c) - Garage / Workshop,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Business (B1c) - Garage / Workshop,SqM,674.0,,,Freehold,,,,,,,,,,,,,,,2021-01-14 01:07:38,074afa91-7ae3-49e6-b1bf-e83d2a1c80a4,Disposing Agent,,,,,,adfbada1-186c-428c,,,,,,,,,,2004-10-19,,,,,,,,,,,,,,,,,,BS7 9SH,,Business (B1c),Garage / Workshop,Industrial,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archive EGi Deal,,,,,,0,,,0,
392,076394f0-1066-4194-bc07-e70c3a0b7e2f,AV-076394f0-1066-4194-bc07-e70c3a0b7e2f,2020-11-20 01:19:28,076394f0-1066-4194-bc07-e70c3a0b7e2f,,2019-08-06 15:04:53,2012-07-17,2019-08-06,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/av/076394f0-1066-4194-bc07-e70c3a0b7e2f,https://www.egi.co.uk/radius-dx/data/#/property/d4374432-bbc3-4712-ace6-8d9fc22689d5,d4374432-bbc3-4712-ace6-8d9fc22689d5,availability,0,,,EG Research,Availability,adfbada1-186c-428c,EG,4bf3e727-8c94-431d-a9bf-5f68c3fd7b91,8a548caf-a20f-4fa8-9ea5-47eb2d2947b9,,https://api.egi.co.uk/radius-dx/asset-management/v1/fetch/38b40b27-1ad4-45fb-a9d8-85d2e3841647.pdf,,,076394f0-1066-4194-bc07-e70c3a0b7e2f,,,299804,,"KELLAWAY BUILDING SUPPLIES, ROMNEY AVENUE, LOCKLEAZE, BRISTOL, BS7 9ST","1st, Trinity Business Park, Building T1, Filton Road, Bristol, BS7 0PA",,,,ROMNEY AVENUE,51.4844,-2.56985,BS7,9ST,LOCKLEAZE,SOUTH WEST,BRISTOL CITY,BRISTOL,,,,0117 926 6666,Lambert Smith Hampton,Andrew.Hardwick@carterjonas.co.uk,Andrew,Hardwick,01939 210440,Carter Jonas,,,,,,,,,,,182.4498,2012-07-17,SqM,,Flower and Hayes,,Company,,,,FRI,Lease,,,Withdrawn,Letting,Air Conditioning,Raised Floors,Suspended Ceilings,Comfort Cooling,Parking Spaces,Lift/s,Second-hand Grade B,1st,1.0,SqM,303.8833,Business (B1a) - Office - Business Park,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Business (B1a) - Office - Business Park,SqM,303.8833,,,,,,,,,,,,,,,,,,2020-11-20 01:19:28,076394f0-1066-4194-bc07-e70c3a0b7e2f,,02222001,,OC304417,,,adfbada1-186c-428c,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS7 9ST,KELLAWAY BUILDING SUPPLIES,Business (B1a),Office - Business Park,Office,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,Spider,,,,PL ID: 6150205  Asking rent per sq ft: £16.95 Grade of space: Second-hand Grade B,,0,,,0,
441,085ffae7-3de3-4eff-8d20-55000a9a7330,LD-085ffae7-3de3-4eff-8d20-55000a9a7330,2020-11-20 01:38:46,085ffae7-3de3-4eff-8d20-55000a9a7330,,2016-01-14 12:13:40,2016-01-14,2016-01-14,2020-06-11,https://www.egi.co.uk/radius-dx/data/#/location/detail/lt/085ffae7-3de3-4eff-8d20-55000a9a7330,https://www.egi.co.uk/radius-dx/data/#/property/0c79abf8-85bc-4090-9cb1-aac1d2e8d247,0c79abf8-85bc-4090-9cb1-aac1d2e8d247,lettingDeal,0,,,EG Research,Deals,adfbada1-186c-428c,EG,190953ea-b3a5-4010-bd23-bd215a39df27,190953ea-b3a5-4010-bd23-bd215a39df27,,,,,085ffae7-3de3-4eff-8d20-55000a9a7330,,,73235,,"163, ASHLEY ROAD, MONTPELIER, BRISTOL, BS6 5NX","Ground, 163, Ashley Road, Bristol, BS6 5NX",,,163,ASHLEY ROAD,51.4665,-2.58007,BS6,5NX,MONTPELIER,SOUTH WEST,BRISTOL CITY,BRISTOL,,,,,Maggs & Allen,,,,,,,,,,,,,,,,,,,False,,,,,,,,Lease,,,,,,,,,,,,,0.0,SqM,83.61203765869,Retail (A1) - General Retail,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,Retail (A1) - General Retail,SqM,83.61203765869,,,,,,,,,,,,,,,5.0,,,2020-11-20 01:38:46,085ffae7-3de3-4eff-8d20-55000a9a7330,Disposing Agent,,,,,,adfbada1-186c-428c,2020-11-02,,2015-11-02,10000.0,PerAnnum,,,,Private Individual,2015-11-02,,,,,,,,,,,,,,,,,,BS6 5NX,,Retail (A1),General Retail,Retail,South West,,Bristol Outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Availability Check,1,,,,2017-11-02 00:00:00,6,2017-11-02 00:00:00,,0,
